LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Anne Arundel,03,32,002-004,UNAFFILIATED,0,0,0,15,0
Anne Arundel,03,32,002-005,DEMOCRAT,236,66,0,10,982
Anne Arundel,03,32,002-005,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-005,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-005,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,002-005,REPUBLICAN,147,37,3,3,455
Anne Arundel,03,32,002-005,UNAFFILIATED,0,0,0,22,0
Anne Arundel,03,32,002-006,DEMOCRAT,162,70,9,9,704
Anne Arundel,03,32,002-006,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-006,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-006,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-006,REPUBLICAN,151,43,4,6,541
Anne Arundel,03,32,002-006,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,32,002-007,DEMOCRAT,308,78,12,7,1198
Anne Arundel,03,32,002-007,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-007,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-007,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-007,REPUBLICAN,283,57,8,6,756
Anne Arundel,03,32,002-007,UNAFFILIATED,0,0,0,21,0
Anne Arundel,03,31A,002-008,DEMOCRAT,280,86,16,12,1050
Anne Arundel,03,31A,002-008,GREEN,0,0,0,1,0
Anne Arundel,03,31A,002-008,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31A,002-008,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31A,002-008,REPUBLICAN,282,72,3,5,848
Anne Arundel,03,31A,002-008,UNAFFILIATED,0,0,0,23,0
Anne Arundel,03,32,002-009,DEMOCRAT,281,94,8,9,1091
Anne Arundel,03,32,002-009,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-009,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,002-009,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-009,REPUBLICAN,174,47,11,0,537
Anne Arundel,03,32,002-009,UNAFFILIATED,0,0,0,20,0
Anne Arundel,03,31B,002-010,DEMOCRAT,197,57,18,15,845
Anne Arundel,03,31B,002-010,GREEN,0,0,0,0,0
Anne Arundel,03,31B,002-010,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,002-010,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,002-010,REPUBLICAN,252,73,14,6,749
Anne Arundel,03,31B,002-010,UNAFFILIATED,0,0,0,12,0
Anne Arundel,03,32,002-011,DEMOCRAT,164,35,3,8,596
Anne Arundel,03,32,002-011,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-011,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-011,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-011,REPUBLICAN,142,29,0,4,447
Anne Arundel,03,32,002-011,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,31A,002-012,DEMOCRAT,114,72,7,50,609
Anne Arundel,03,31A,002-012,GREEN,0,0,0,0,0
Anne Arundel,03,31A,002-012,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31A,002-012,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31A,002-012,REPUBLICAN,141,70,6,25,538
Anne Arundel,03,31A,002-012,UNAFFILIATED,0,0,0,24,0
Anne Arundel,04,32,002-013,DEMOCRAT,174,74,5,7,584
Anne Arundel,04,32,002-013,GREEN,0,0,0,0,0
Anne Arundel,04,32,002-013,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,32,002-013,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,32,002-013,REPUBLICAN,168,62,10,4,557
Anne Arundel,04,32,002-013,UNAFFILIATED,0,0,0,2,0
Anne Arundel,03,32,002-014,DEMOCRAT,384,145,15,19,1877
Anne Arundel,03,32,002-014,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-014,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-014,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-014,REPUBLICAN,112,32,5,3,431
Anne Arundel,03,32,002-014,UNAFFILIATED,0,0,0,20,0
Anne Arundel,03,32,002-015,DEMOCRAT,323,118,21,13,1171
Anne Arundel,03,32,002-015,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-015,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-015,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-015,REPUBLICAN,180,54,3,5,570
Anne Arundel,03,32,002-015,UNAFFILIATED,0,0,0,29,0
Anne Arundel,03,32,002-016,DEMOCRAT,143,50,7,3,535
Anne Arundel,03,32,002-016,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-016,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,002-016,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-016,REPUBLICAN,133,49,7,2,487
Anne Arundel,03,32,002-016,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,32,002-017,DEMOCRAT,301,122,13,16,1427
Anne Arundel,03,32,002-017,GREEN,0,0,0,0,0
Anne Arundel,03,32,002-017,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,002-017,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,002-017,REPUBLICAN,108,45,5,6,473
Anne Arundel,03,32,002-017,UNAFFILIATED,0,0,0,20,0
Anne Arundel,04,32,002-018,DEMOCRAT,222,57,16,6,788
Anne Arundel,04,32,002-018,GREEN,0,0,0,0,0
Anne Arundel,04,32,002-018,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,32,002-018,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,32,002-018,REPUBLICAN,164,24,0,7,449
Anne Arundel,04,32,002-018,UNAFFILIATED,0,0,0,27,0
Anne Arundel,03,31A,002-019,DEMOCRAT,294,79,5,24,1184
Anne Arundel,03,31A,002-019,GREEN,0,0,0,0,0
Anne Arundel,03,31A,002-019,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31A,002-019,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,31A,002-019,REPUBLICAN,120,51,9,8,480
Anne Arundel,03,31A,002-019,UNAFFILIATED,0,0,0,18,0
Anne Arundel,04,31B,002-020,DEMOCRAT,214,91,5,0,788
Anne Arundel,04,31B,002-020,GREEN,0,0,0,0,0
Anne Arundel,04,31B,002-020,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,002-020,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,002-020,REPUBLICAN,239,55,3,1,653
Anne Arundel,04,31B,002-020,UNAFFILIATED,0,0,0,0,0
Anne Arundel,04,33,002-021,DEMOCRAT,317,84,18,5,923
Anne Arundel,04,33,002-021,GREEN,0,0,0,0,0
Anne Arundel,04,33,002-021,LIBERTARIAN,0,0,0,1,0
Anne Arundel,04,33,002-021,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,002-021,REPUBLICAN,459,98,13,3,1244
Anne Arundel,04,33,002-021,UNAFFILIATED,0,0,0,9,0
Anne Arundel,03,31B,002-022,DEMOCRAT,247,71,3,2,1018
Anne Arundel,03,31B,002-022,GREEN,0,0,0,0,0
Anne Arundel,03,31B,002-022,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,002-022,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,002-022,REPUBLICAN,275,60,5,6,864
Anne Arundel,03,31B,002-022,UNAFFILIATED,0,0,0,6,0
Anne Arundel,03,33,002-023,DEMOCRAT,292,114,8,5,951
Anne Arundel,03,33,002-023,GREEN,0,0,0,0,0
Anne Arundel,03,33,002-023,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,33,002-023,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,33,002-023,REPUBLICAN,257,66,18,3,804
Anne Arundel,03,33,002-023,UNAFFILIATED,0,0,0,15,0
Anne Arundel,03,33,002-024,DEMOCRAT,220,117,8,2,841
Anne Arundel,03,33,002-024,GREEN,0,0,0,0,0
Anne Arundel,03,33,002-024,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,33,002-024,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,33,002-024,REPUBLICAN,223,55,8,4,697
Anne Arundel,03,33,002-024,UNAFFILIATED,0,0,0,19,0
Anne Arundel,04,31B,003-001,DEMOCRAT,167,46,5,1,667
Anne Arundel,04,31B,003-001,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-001,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-001,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-001,REPUBLICAN,328,48,2,1,839
Anne Arundel,04,31B,003-001,UNAFFILIATED,0,0,0,11,0
Anne Arundel,03,31B,003-002,DEMOCRAT,171,36,9,9,549
Anne Arundel,03,31B,003-002,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-002,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-002,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-002,REPUBLICAN,205,20,9,1,511
Anne Arundel,03,31B,003-002,UNAFFILIATED,0,0,0,8,0
Anne Arundel,04,31B,003-003,DEMOCRAT,311,60,17,16,1040
Anne Arundel,04,31B,003-003,GREEN,0,0,0,1,0
Anne Arundel,04,31B,003-003,LIBERTARIAN,0,0,0,2,0
Anne Arundel,04,31B,003-003,OTHER PARTIES,0,0,0,1,0
Anne Arundel,04,31B,003-003,REPUBLICAN,440,32,4,8,1080
Anne Arundel,04,31B,003-003,UNAFFILIATED,0,0,0,37,0
Anne Arundel,04,31B,003-004,DEMOCRAT,253,51,9,15,939
Anne Arundel,04,31B,003-004,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-004,LIBERTARIAN,0,0,0,2,0
Anne Arundel,04,31B,003-004,OTHER PARTIES,0,0,0,1,0
Anne Arundel,04,31B,003-004,REPUBLICAN,363,58,9,10,1087
Anne Arundel,04,31B,003-004,UNAFFILIATED,0,0,0,31,0
Anne Arundel,04,31B,003-005,DEMOCRAT,229,76,11,8,831
Anne Arundel,04,31B,003-005,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-005,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-005,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-005,REPUBLICAN,276,86,12,6,1003
Anne Arundel,04,31B,003-005,UNAFFILIATED,0,0,0,9,0
Anne Arundel,03,31B,003-006,DEMOCRAT,582,191,27,21,2174
Anne Arundel,03,31B,003-006,GREEN,0,0,0,1,0
Anne Arundel,03,31B,003-006,LIBERTARIAN,0,0,0,2,0
Anne Arundel,03,31B,003-006,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-006,REPUBLICAN,618,104,13,11,1855
Anne Arundel,03,31B,003-006,UNAFFILIATED,0,0,0,53,0
Anne Arundel,04,31B,003-007,DEMOCRAT,209,40,8,11,747
Anne Arundel,04,31B,003-007,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-007,LIBERTARIAN,0,0,0,3,0
Anne Arundel,04,31B,003-007,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-007,REPUBLICAN,302,25,10,4,792
Anne Arundel,04,31B,003-007,UNAFFILIATED,0,0,0,15,0
Anne Arundel,03,31A,003-008,DEMOCRAT,298,116,13,6,1124
Anne Arundel,03,31A,003-008,GREEN,0,0,0,0,0
Anne Arundel,03,31A,003-008,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31A,003-008,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31A,003-008,REPUBLICAN,201,58,0,5,683
Anne Arundel,03,31A,003-008,UNAFFILIATED,0,0,0,7,0
Anne Arundel,04,31B,003-009,DEMOCRAT,97,36,11,2,352
Anne Arundel,04,31B,003-009,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-009,LIBERTARIAN,0,0,0,1,0
Anne Arundel,04,31B,003-009,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-009,REPUBLICAN,208,34,5,5,467
Anne Arundel,04,31B,003-009,UNAFFILIATED,0,0,0,8,0
Anne Arundel,04,31B,003-010,DEMOCRAT,164,43,15,5,622
Anne Arundel,04,31B,003-010,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-010,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-010,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-010,REPUBLICAN,455,62,17,3,1091
Anne Arundel,04,31B,003-010,UNAFFILIATED,0,0,0,14,0
Anne Arundel,03,31B,003-011,DEMOCRAT,217,47,6,4,651
Anne Arundel,03,31B,003-011,GREEN,0,0,0,1,0
Anne Arundel,03,31B,003-011,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-011,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-011,REPUBLICAN,475,70,17,6,1147
Anne Arundel,03,31B,003-011,UNAFFILIATED,0,0,0,3,0
Anne Arundel,03,31B,003-012,DEMOCRAT,200,52,6,4,647
Anne Arundel,03,31B,003-012,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-012,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,31B,003-012,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-012,REPUBLICAN,441,51,11,1,1039
Anne Arundel,03,31B,003-012,UNAFFILIATED,0,0,0,7,0
Anne Arundel,04,31B,003-013,DEMOCRAT,198,60,11,16,624
Anne Arundel,04,31B,003-013,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-013,LIBERTARIAN,0,0,0,1,0
Anne Arundel,04,31B,003-013,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-013,REPUBLICAN,439,94,10,8,1117
Anne Arundel,04,31B,003-013,UNAFFILIATED,0,0,0,18,0
Anne Arundel,03,31B,003-014,DEMOCRAT,199,32,9,2,620
Anne Arundel,03,31B,003-014,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-014,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-014,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-014,REPUBLICAN,272,14,4,1,656
Anne Arundel,03,31B,003-014,UNAFFILIATED,0,0,0,8,0
Anne Arundel,03,31B,003-015,DEMOCRAT,178,28,13,3,428
Anne Arundel,03,31B,003-015,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-015,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,31B,003-015,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-015,REPUBLICAN,339,38,8,10,774
Anne Arundel,03,31B,003-015,UNAFFILIATED,0,0,0,4,0
Anne Arundel,04,31B,003-016,DEMOCRAT,189,55,13,20,742
Anne Arundel,04,31B,003-016,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-016,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-016,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-016,REPUBLICAN,252,43,3,12,826
Anne Arundel,04,31B,003-016,UNAFFILIATED,0,0,0,17,0
Anne Arundel,04,31B,003-017,DEMOCRAT,196,40,7,7,643
Anne Arundel,04,31B,003-017,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-017,LIBERTARIAN,0,0,0,1,0
Anne Arundel,04,31B,003-017,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-017,REPUBLICAN,391,62,10,5,945
Anne Arundel,04,31B,003-017,UNAFFILIATED,0,0,0,22,0
Anne Arundel,04,31B,003-018,DEMOCRAT,189,54,11,6,772
Anne Arundel,04,31B,003-018,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-018,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-018,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-018,REPUBLICAN,405,79,11,2,1192
Anne Arundel,04,31B,003-018,UNAFFILIATED,0,0,0,22,0
Anne Arundel,03,31B,003-019,DEMOCRAT,160,29,6,2,565
Anne Arundel,03,31B,003-019,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-019,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-019,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-019,REPUBLICAN,393,56,4,10,969
Anne Arundel,03,31B,003-019,UNAFFILIATED,0,0,0,11,0
Anne Arundel,03,31B,003-020,DEMOCRAT,167,34,3,3,559
Anne Arundel,03,31B,003-020,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-020,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-020,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-020,REPUBLICAN,308,54,10,1,744
Anne Arundel,03,31B,003-020,UNAFFILIATED,0,0,0,9,0
Anne Arundel,04,31B,003-021,DEMOCRAT,193,78,10,2,868
Anne Arundel,04,31B,003-021,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-021,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-021,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-021,REPUBLICAN,306,56,4,4,985
Anne Arundel,04,31B,003-021,UNAFFILIATED,0,0,0,10,0
Anne Arundel,04,31B,003-022,DEMOCRAT,185,65,8,6,673
Anne Arundel,04,31B,003-022,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-022,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-022,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-022,REPUBLICAN,278,60,10,2,710
Anne Arundel,04,31B,003-022,UNAFFILIATED,0,0,0,14,0
Anne Arundel,04,31B,003-023,DEMOCRAT,218,49,8,6,607
Anne Arundel,04,31B,003-023,GREEN,0,0,0,0,0
Anne Arundel,04,31B,003-023,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,31B,003-023,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,31B,003-023,REPUBLICAN,280,60,6,5,740
Anne Arundel,04,31B,003-023,UNAFFILIATED,0,0,0,13,0
Anne Arundel,03,31B,003-024,DEMOCRAT,280,49,8,1,883
Anne Arundel,03,31B,003-024,GREEN,0,0,0,0,0
Anne Arundel,03,31B,003-024,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,31B,003-024,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31B,003-024,REPUBLICAN,323,32,13,12,850
Anne Arundel,03,31B,003-024,UNAFFILIATED,0,0,0,13,0
Anne Arundel,03,31A,003-025,DEMOCRAT,246,93,10,7,991
Anne Arundel,03,31A,003-025,GREEN,0,0,0,1,0
Anne Arundel,03,31A,003-025,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,31A,003-025,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,31A,003-025,REPUBLICAN,125,52,5,2,487
Anne Arundel,03,31A,003-025,UNAFFILIATED,0,0,0,17,0
Anne Arundel,03,32,004-001,DEMOCRAT,348,31,13,17,1150
Anne Arundel,03,32,004-001,GREEN,0,0,0,0,0
Anne Arundel,03,32,004-001,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,004-001,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,004-001,REPUBLICAN,108,13,13,3,367
Anne Arundel,03,32,004-001,UNAFFILIATED,0,0,0,35,0
Anne Arundel,03,21,004-002,DEMOCRAT,329,130,16,16,1092
Anne Arundel,03,21,004-002,GREEN,0,0,0,0,0
Anne Arundel,03,21,004-002,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,21,004-002,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,21,004-002,REPUBLICAN,214,61,8,4,761
Anne Arundel,03,21,004-002,UNAFFILIATED,0,0,0,19,0
Anne Arundel,04,21,004-003,DEMOCRAT,178,71,8,3,610
Anne Arundel,04,21,004-003,GREEN,0,0,0,0,0
Anne Arundel,04,21,004-003,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,21,004-003,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,21,004-003,REPUBLICAN,259,63,9,0,722
Anne Arundel,04,21,004-003,UNAFFILIATED,0,0,0,10,0
Anne Arundel,04,33,004-004,DEMOCRAT,270,84,26,8,719
Anne Arundel,04,33,004-004,GREEN,0,0,0,0,0
Anne Arundel,04,33,004-004,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,33,004-004,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,004-004,REPUBLICAN,389,90,15,3,959
Anne Arundel,04,33,004-004,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,21,004-005,DEMOCRAT,150,97,10,5,582
Anne Arundel,03,21,004-005,GREEN,0,0,0,0,0
Anne Arundel,03,21,004-005,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,21,004-005,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,21,004-005,REPUBLICAN,113,43,4,5,450
Anne Arundel,03,21,004-005,UNAFFILIATED,0,0,0,8,0
Anne Arundel,03,32,004-006,DEMOCRAT,558,120,26,18,1847
Anne Arundel,03,32,004-006,GREEN,0,0,0,0,0
Anne Arundel,03,32,004-006,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,32,004-006,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,32,004-006,REPUBLICAN,63,22,9,2,258
Anne Arundel,03,32,004-006,UNAFFILIATED,0,0,0,32,0
Anne Arundel,02,32,004-007,DEMOCRAT,321,127,26,28,1292
Anne Arundel,02,32,004-007,GREEN,0,0,0,0,0
Anne Arundel,02,32,004-007,LIBERTARIAN,0,0,0,1,0
Anne Arundel,02,32,004-007,OTHER PARTIES,0,0,0,2,0
Anne Arundel,02,32,004-007,REPUBLICAN,109,44,17,15,524
Anne Arundel,02,32,004-007,UNAFFILIATED,0,0,0,31,0
Anne Arundel,04,21,004-008,DEMOCRAT,225,119,27,10,777
Anne Arundel,04,21,004-008,GREEN,0,0,0,0,0
Anne Arundel,04,21,004-008,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,21,004-008,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,21,004-008,REPUBLICAN,248,80,16,1,767
Anne Arundel,04,21,004-008,UNAFFILIATED,0,0,0,20,0
Anne Arundel,02,32,004-009,DEMOCRAT,632,117,29,28,1694
Anne Arundel,02,32,004-009,GREEN,0,0,0,0,0
Anne Arundel,02,32,004-009,LIBERTARIAN,0,0,0,2,0
Anne Arundel,02,32,004-009,OTHER PARTIES,0,0,0,0,0
Anne Arundel,02,32,004-009,REPUBLICAN,125,32,5,1,407
Anne Arundel,02,32,004-009,UNAFFILIATED,0,0,0,39,0
Anne Arundel,05,33,004-010,DEMOCRAT,19,24,1,7,96
Anne Arundel,05,33,004-010,GREEN,0,0,0,0,0
Anne Arundel,05,33,004-010,LIBERTARIAN,0,0,0,0,0
Anne Arundel,05,33,004-010,OTHER PARTIES,0,0,0,0,0
Anne Arundel,05,33,004-010,REPUBLICAN,27,17,1,3,95
Anne Arundel,05,33,004-010,UNAFFILIATED,0,0,0,0,0
Anne Arundel,03,21,004-011,DEMOCRAT,203,107,10,7,852
Anne Arundel,03,21,004-011,GREEN,0,0,0,0,0
Anne Arundel,03,21,004-011,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,21,004-011,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,21,004-011,REPUBLICAN,145,49,7,4,464
Anne Arundel,03,21,004-011,UNAFFILIATED,0,0,0,13,0
Anne Arundel,03,21,004-012,DEMOCRAT,153,139,10,37,811
Anne Arundel,03,21,004-012,GREEN,0,0,0,0,0
Anne Arundel,03,21,004-012,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,21,004-012,OTHER PARTIES,0,0,0,1,0
Anne Arundel,03,21,004-012,REPUBLICAN,172,70,9,18,608
Anne Arundel,03,21,004-012,UNAFFILIATED,0,0,0,9,0
Anne Arundel,04,33,004-013,DEMOCRAT,128,68,6,2,523
Anne Arundel,04,33,004-013,GREEN,0,0,0,0,0
Anne Arundel,04,33,004-013,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,33,004-013,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,004-013,REPUBLICAN,258,89,10,2,824
Anne Arundel,04,33,004-013,UNAFFILIATED,0,0,0,11,0
Anne Arundel,04,33,004-014,DEMOCRAT,213,72,23,6,683
Anne Arundel,04,33,004-014,GREEN,0,0,0,0,0
Anne Arundel,04,33,004-014,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,33,004-014,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,004-014,REPUBLICAN,266,91,17,3,826
Anne Arundel,04,33,004-014,UNAFFILIATED,0,0,0,3,0
Anne Arundel,04,33,004-015,DEMOCRAT,402,92,32,14,963
Anne Arundel,04,33,004-015,GREEN,0,0,0,2,0
Anne Arundel,04,33,004-015,LIBERTARIAN,0,0,0,0,0
Anne Arundel,04,33,004-015,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,004-015,REPUBLICAN,495,38,10,14,1070
Anne Arundel,04,33,004-015,UNAFFILIATED,0,0,0,32,0
Anne Arundel,03,21,004-016,DEMOCRAT,228,116,11,9,773
Anne Arundel,03,21,004-016,GREEN,0,0,0,1,0
Anne Arundel,03,21,004-016,LIBERTARIAN,0,0,0,1,0
Anne Arundel,03,21,004-016,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,21,004-016,REPUBLICAN,157,61,7,4,550
Anne Arundel,03,21,004-016,UNAFFILIATED,0,0,0,20,0
Anne Arundel,03,32,004-017,DEMOCRAT,293,39,9,12,1087
Anne Arundel,03,32,004-017,GREEN,0,0,0,0,0
Anne Arundel,03,32,004-017,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,32,004-017,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,32,004-017,REPUBLICAN,121,9,4,3,352
Anne Arundel,03,32,004-017,UNAFFILIATED,0,0,0,26,0
Anne Arundel,04,33,004-018,DEMOCRAT,166,106,11,9,757
Anne Arundel,04,33,004-018,GREEN,0,0,0,0,0
Anne Arundel,04,33,004-018,LIBERTARIAN,0,0,0,1,0
Anne Arundel,04,33,004-018,OTHER PARTIES,0,0,0,0,0
Anne Arundel,04,33,004-018,REPUBLICAN,166,75,13,10,607
Anne Arundel,04,33,004-018,UNAFFILIATED,0,0,0,13,0
Anne Arundel,02,32,004-019,DEMOCRAT,352,171,9,15,1189
Anne Arundel,02,32,004-019,GREEN,0,0,0,0,0
Anne Arundel,02,32,004-019,LIBERTARIAN,0,0,0,1,0
Anne Arundel,02,32,004-019,OTHER PARTIES,0,0,0,0,0
Anne Arundel,02,32,004-019,REPUBLICAN,35,27,5,4,197
Anne Arundel,02,32,004-019,UNAFFILIATED,0,0,0,20,0
Anne Arundel,03,21,004-020,DEMOCRAT,229,196,14,7,846
Anne Arundel,03,21,004-020,GREEN,0,0,0,0,0
Anne Arundel,03,21,004-020,LIBERTARIAN,0,0,0,0,0
Anne Arundel,03,21,004-020,OTHER PARTIES,0,0,0,0,0
Anne Arundel,03,21,004-020,REPUBLICAN,171,110,8,5,645
Anne Arundel,03,21,004-020,UNAFFILIATED,0,0,0,27,0
Anne Arundel,04,33,004-021,DEMOCRAT,389,92,16,29,1068
